1.456036864512171070e+00,1.735500795648365902e+00,1.000000000000000000e+00
3.361781171196811080e+00,1.076197489634671545e+00,1.000000000000000000e+00
4.513592157217565237e-01,1.426605871913441792e+00,1.000000000000000000e+00
1.798316185817839141e+00,1.943792610093451056e-01,1.000000000000000000e+00
3.088239128221347940e+00,-1.354998721796286887e+00,1.000000000000000000e+00
3.565999550332289658e+00,-5.812728937448288224e-01,1.000000000000000000e+00
2.144152943029975944e+00,-2.365969782279586653e-02,1.000000000000000000e+00
2.560983915241042297e+00,-4.752912244718519030e-01,1.000000000000000000e+00
1.289104988135224117e+00,1.077028786627751700e+00,1.000000000000000000e+00
1.886174977662444574e+00,-1.106282885947337924e+00,1.000000000000000000e+00
5.381875329798420537e+00,-5.329606577071515972e+00,1.000000000000000000e+00
1.480584363445725860e+00,-1.536057457413781968e-01,1.000000000000000000e+00
-2.154877822013445687e-01,1.926667532635663704e+00,1.000000000000000000e+00
2.561655196145714353e+00,-1.316625869309919095e+00,1.000000000000000000e+00
2.367262838864196528e+00,1.725177458411419451e+00,1.000000000000000000e+00
2.841994889997147222e+00,-9.385198337617171038e-01,1.000000000000000000e+00
2.183291211268906906e+00,-3.489103065652683799e+00,1.000000000000000000e+00
3.132403649001235912e+00,-1.849139617022621973e+00,1.000000000000000000e+00
2.453280195557734356e+00,1.130827978548632817e+00,1.000000000000000000e+00
2.862175477233602550e+00,-2.074415142399587353e+00,1.000000000000000000e+00
2.695567284951702725e+00,-3.559917972714405909e+00,1.000000000000000000e+00
5.506175608626069362e+00,-3.474150005546560838e+00,1.000000000000000000e+00
2.878497937393908135e+00,-2.324466058542435931e+00,1.000000000000000000e+00
4.332436543132045514e+00,-3.131930973325621981e+00,1.000000000000000000e+00
3.989248189856962501e+00,-4.075654439914183413e+00,1.000000000000000000e+00
3.762076478161474835e+00,-2.676048494576744208e+00,1.000000000000000000e+00
2.386459409055476932e+00,-2.585358341624617751e+00,1.000000000000000000e+00
3.034701952497690147e+00,-1.224475249177090497e+00,1.000000000000000000e+00
2.868707475328040601e+00,-1.111450731712643858e+00,1.000000000000000000e+00
3.037029944166641293e+00,-2.504775034586716576e+00,1.000000000000000000e+00
3.072342263277734631e+00,-2.566859893449703556e+00,1.000000000000000000e+00
2.287316749727493104e+00,-3.276655804054588117e+00,1.000000000000000000e+00
2.304564200504946037e+00,-1.173292475245040212e+00,1.000000000000000000e+00
4.451968182089119708e+00,-3.867063118998383064e+00,1.000000000000000000e+00
3.549970729019897409e+00,-2.812477186756163761e+00,1.000000000000000000e+00
